date,nav,日增长率,nav_acc
2016-01-20,1.0,0.0,1.0
2016-01-21,1.0,0.0,1.0
2016-01-22,1.0,0.0,1.0
2016-01-25,1.0,0.0,1.0
2016-01-29,0.999,0.0,0.999
2016-02-05,1.005,0.0,1.005
2016-02-19,1.015,0.0,1.015
2016-02-22,1.017,0.197,1.017
2016-02-23,1.017,0.0,1.017
2016-02-24,1.014,-0.295,1.014
2016-02-25,1.002,-1.1834,1.002
2016-02-26,1.006,0.3992,1.006
2016-02-29,0.994,-1.1928,0.994
2016-03-01,0.995,0.1006,0.995
2016-03-02,1.0,0.5025,1.0
2016-03-03,1.001,0.1,1.001
2016-03-04,0.999,-0.1998,0.999
2016-03-07,1.004,0.5005,1.004
2016-03-08,1.003,-0.0996,1.003
2016-03-09,0.998,-0.4985,0.998
2016-03-10,0.996,-0.2004,0.996
2016-03-11,0.997,0.1004,0.997
2016-03-14,1.004,0.7021,1.004
2016-03-15,1.005,0.0996,1.005
2016-03-16,1.004,-0.0995,1.004
2016-03-17,1.011,0.6972,1.011
2016-03-18,1.016,0.4946,1.016
2016-03-21,1.019,0.2953,1.019
2016-03-22,1.024,0.4907,1.024
2016-03-23,1.022,-0.1953,1.022
2016-03-24,1.019,-0.2935,1.019
2016-03-25,1.022,0.2944,1.022
2016-03-28,1.021,-0.0978,1.021
2016-03-29,1.014,-0.6856,1.014
2016-03-30,1.02,0.5917,1.02
2016-03-31,1.023,0.2941,1.023
2016-04-01,1.022,-0.0978,1.022
2016-04-05,1.025,0.2935,1.025
2016-04-06,1.026,0.0976,1.026
2016-04-07,1.022,-0.3899,1.022
2016-04-08,1.024,0.1957,1.024
2016-04-11,1.027,0.293,1.027
2016-04-12,1.025,-0.1947,1.025
2016-04-13,1.027,0.1951,1.027
2016-04-14,1.028,0.0974,1.028
2016-04-15,1.026,-0.1946,1.026
2016-04-18,1.019,-0.6823,1.019
2016-04-19,1.019,0.0,1.019
2016-04-20,1.007,-1.1776,1.007
2016-04-21,1.003,-0.3972,1.003
2016-04-22,1.007,0.3988,1.007
2016-04-25,1.007,0.0,1.007
2016-04-26,1.009,0.1986,1.009
2016-04-27,1.009,0.0,1.009
2016-04-28,1.011,0.1982,1.011
2016-04-29,1.016,0.4946,1.016
2016-05-03,1.029,1.2795,1.029
2016-05-04,1.029,0.0,1.029
2016-05-05,1.03,0.0972,1.03
2016-05-06,1.016,-1.3592,1.016
2016-05-09,1.006,-0.9843,1.006
2016-05-10,1.004,-0.1988,1.004
2016-05-11,1.006,0.1992,1.006
2016-05-12,1.005,-0.0994,1.005
2016-05-13,1.007,0.199,1.007
2016-05-16,1.018,1.0924,1.018
2016-05-17,1.021,0.2947,1.021
2016-05-18,1.01,-1.0774,1.01
2016-05-19,1.011,0.099,1.011
2016-05-20,1.016,0.4946,1.016
2016-05-23,1.023,0.689,1.023
2016-05-24,1.019,-0.391,1.019
2016-05-25,1.015,-0.3925,1.015
2016-05-26,1.022,0.6897,1.022
2016-05-27,1.021,-0.0978,1.021
2016-05-30,1.019,-0.1959,1.019
2016-05-31,1.032,1.2758,1.032
2016-06-01,1.043,1.0659,1.043
2016-06-02,1.043,0.0,1.043
2016-06-03,1.042,-0.0959,1.042
2016-06-06,1.05,0.7678,1.05
2016-06-07,1.053,0.2857,1.053
2016-06-08,1.067,1.3295,1.067
2016-06-13,1.045,-2.0619,1.045
2016-06-14,1.055,0.9569,1.055
2016-06-15,1.096,3.8863,1.096
2016-06-16,1.095,-0.0912,1.095
2016-06-17,1.094,-0.0913,1.094
2016-06-20,1.105,1.0055,1.105
2016-06-21,1.087,-1.629,1.087
2016-06-22,1.11,2.1159,1.11
2016-06-23,1.104,-0.5405,1.104
2016-06-24,1.098,-0.5435,1.098
2016-06-27,1.133,3.1876,1.133
2016-06-28,1.136,0.2648,1.136
2016-06-29,1.13,-0.5282,1.13
2016-06-30,1.131,0.0885,1.131
2016-07-01,1.127,-0.3537,1.127
2016-07-04,1.148,1.8634,1.148
2016-07-05,1.157,0.784,1.157
2016-07-06,1.163,0.5186,1.163
